iter	Logloss
138	0.1123548948
139	0.1118817566
140	0.1115702978
141	0.1110620332
142	0.110752154
143	0.1103747414
144	0.1098459667
145	0.1095353706
146	0.1090823233
147	0.1086419102
148	0.1083448531
149	0.107433044
150	0.1071129512
151	0.106527012
152	0.1061147617
153	0.1057127867
154	0.1053498703
155	0.1047561915
156	0.1042655418
157	0.1036211933
158	0.1032904299
159	0.1029591323
160	0.1027390535
161	0.1025444881
162	0.1022586046
163	0.1020339195
164	0.1017536526
165	0.1014979757
166	0.1012937926
167	0.1009312643
168	0.100427397
169	0.1000740407
170	0.09958112711
171	0.09912530361
172	0.09884464687
173	0.09857771884
174	0.09835789052
175	0.09789978144
176	0.09755098953
177	0.09735441281
178	0.09710946788
179	0.09690454513
180	0.09641169091
181	0.09618170684
182	0.09581595106
183	0.09545258681
184	0.09523441338
185	0.09484749057
186	0.09460314275
187	0.09434993283
188	0.09408840832
189	0.09392752574
190	0.09366891605
191	0.09344145847
192	0.09325588547
193	0.09304484203
194	0.09285205662
195	0.09253336703
196	0.09218563262
197	0.09198863159
198	0.09161503541
199	0.09137440425
200	0.09099553533
201	0.09081717499
202	0.0905591102
203	0.08997075921
204	0.08969019335
205	0.08953591291
206	0.0892449557
207	0.08906595161
208	0.08885515774
209	0.08870371772
210	0.08851191862
211	0.08832583537
212	0.08813775218
213	0.08794082007
214	0.08778671085
215	0.08748919718
216	0.08732872594
217	0.08713852518
218	0.08680364161
219	0.08660311837
220	0.08645414513
221	0.0862816401
222	0.08608558137
223	0.08579633951
224	0.08563225033
225	0.08541508254
226	0.08529468818
227	0.08510042419
228	0.0832280584
229	0.08309315692
230	0.08291501384
231	0.08273746104
232	0.08263456035
233	0.08239250827
234	0.08221665227
235	0.08186556066
236	0.08163288566
237	0.08136496641
238	0.08123877716
239	0.08099822483
240	0.080848369
241	0.08048851275
242	0.08032815922
243	0.08008693408
244	0.07985458138
245	0.07959729401
246	0.07932425362
247	0.07901764314
248	0.07884991257
249	0.07867441973
250	0.07855221235
251	0.07840976538
252	0.07824878162
253	0.07808217801
254	0.07788942535
255	0.07764891199
256	0.0774401917
257	0.07732159251
258	0.07709417256
259	0.07570539708
260	0.0753636146
261	0.0752173479
262	0.0750699534
263	0.07471027915
264	0.07451121553
265	0.07439237695
266	0.07427252658
267	0.07411443003
268	0.07397562163
269	0.07373912405
270	0.07344069567
271	0.0732831254
272	0.07310199327
273	0.07293112267
274	0.0727310969
275	0.07253461766
276	0.07240926373
277	0.0721932668
278	0.07203620812
279	0.07191939817
280	0.07165420891
281	0.07147390902
282	0.07137726939
283	0.07101877653
284	0.07080968963
285	0.07055311719
286	0.07039307141
287	0.0702495188
288	0.06992587663
289	0.06979564221
290	0.06959828634
291	0.06942370115
292	0.06917341824
293	0.06904052622
294	0.06880981015
295	0.06869064243
296	0.06856311467
297	0.06844658367
298	0.06830375717
299	0.06817914395
300	0.06808138787
301	0.06795877251
302	0.06766653958
303	0.06754342244
304	0.06739381004
305	0.06728505082
306	0.06705946299
307	0.06698509186
308	0.0668744098
309	0.06675449754
310	0.06660499676
311	0.06647168944
312	0.0663431659
313	0.0661587236
314	0.0659128177
315	0.06573921343
316	0.06562461431
317	0.0653311975
318	0.06503306714
319	0.06493372681
320	0.06484955043
321	0.06468656548
322	0.06450846866
323	0.06428678262
324	0.06409431197
325	0.06393947756
326	0.06372471933
327	0.06361192935
328	0.06347741143
329	0.06333361567
330	0.06316821226
331	0.06306403471
332	0.06280553264
333	0.06268241569
334	0.06250168249
335	0.06238182915
336	0.06219107198
337	0.06206846751
338	0.06195114567
339	0.06179547031
340	0.0616929555
341	0.06155765423
342	0.06137589356
343	0.06117523889
344	0.06106172659
345	0.06091876682
346	0.06084743573
347	0.06068363962
348	0.06059968766
349	0.06042796359
350	0.06028418535
351	0.06004285863
352	0.05991816598
353	0.0598422356
354	0.05965646946
355	0.05950902971
356	0.05941898751
357	0.05929145641
358	0.05917319452
359	0.05908658673
360	0.05893113497
361	0.05875669259
362	0.058504636
363	0.05833191257
364	0.05822302643
365	0.05815903106
366	0.05799545945
367	0.05789577033
368	0.05765888185
369	0.05754063964
370	0.05735563216
371	0.05724863626
372	0.05711268733
373	0.05697938879
374	0.05687622501
375	0.05665260885
376	0.05650905285
377	0.05636689976
378	0.05626753332
379	0.05605165267
380	0.05584838255
381	0.05571580525
382	0.05564088103
383	0.05550516221
384	0.05538294249
385	0.05525021356
386	0.05511837597
387	0.05503053943
388	0.05492112926
389	0.05478262469
390	0.05465883444
391	0.05450148241
392	0.05440917483
393	0.05427270771
394	0.05418174127
395	0.05406813046
396	0.053998514
397	0.05386703324
398	0.05374736997
399	0.05362307045
400	0.05352635915
401	0.05338997367
402	0.05326754034
403	0.05320449392
404	0.05312074724
405	0.05304456369
406	0.05291278246
407	0.05277484305
408	0.05269476007
409	0.05258411066
410	0.0525236228
411	0.05238791147
412	0.05232132561
413	0.0522390287
414	0.05210363855
415	0.0520147779
416	0.05191833018
417	0.0517861405
418	0.05168712828
419	0.05155557403
420	0.05145373603
421	0.05138710312
422	0.05125431292
423	0.05111895245
424	0.05097949758
425	0.05085642298
426	0.05074604485
427	0.05066858863
428	0.05057447921
429	0.0504802203
430	0.05036686562
431	0.05026556778
432	0.05020181028
433	0.05008097851
434	0.05000645106
435	0.04995301705
436	0.04979265696
437	0.04970407684
438	0.04963479184
439	0.04950468613
440	0.0494092344
441	0.04934120573
442	0.04925410121
443	0.04916555765
444	0.04909948469
445	0.04899249601
446	0.0488478122
447	0.04877293108
448	0.04866396721
449	0.04855282783
450	0.0484661155
451	0.04837668723
452	0.04827415438
453	0.04819159475
454	0.04806994628
455	0.0479759925
456	0.04787482394
457	0.04781666192
458	0.04772870533
459	0.04763850507
460	0.04754137987
461	0.04746862283
462	0.04740750663
463	0.04734317507
464	0.04723457323
465	0.04716174304
466	0.04709828053
467	0.04702734564
468	0.04690904529
469	0.04682633157
470	0.04677264974
471	0.04665668144
472	0.04659156992
473	0.04652987259
474	0.04644801138
475	0.04628585428
476	0.04620383305
477	0.04611210354
478	0.04605154658
479	0.04596172213
480	0.04584905018
481	0.04569483446
482	0.04561691247
483	0.04553493537
484	0.04548513888
485	0.04542592395
486	0.04536889499
487	0.04530231934
488	0.04519209151
489	0.0451395647
490	0.04508766816
491	0.04501123183
492	0.04489473112
493	0.0448124982
494	0.04469313895
495	0.04458263908
496	0.04451060873
497	0.04446059368
498	0.04440693366
499	0.04433345779
500	0.04426324386
501	0.04422801688
502	0.0441797836
503	0.04411019932
504	0.04404314865
505	0.0439607333
506	0.04392165123
507	0.04383125439
508	0.04371215399
509	0.04361809966
510	0.04354570891
511	0.04347072029
512	0.0434102526
513	0.04333567721
514	0.04328574318
515	0.04320924924
516	0.04314957309
517	0.04302131488
518	0.04296954523
519	0.04288254881
520	0.04283693359
521	0.04275187938
522	0.04266042249
523	0.04258413597
524	0.04200943234
525	0.04196433043
526	0.04186292068
527	0.0417597732
528	0.0417003375
529	0.04160833783
530	0.04153796754
531	0.04146634998
532	0.04137983029
533	0.04133527761
534	0.04128207047
535	0.04121880699
536	0.04111856817
537	0.04106835689
538	0.04097081384
539	0.04093945133
540	0.04084663906
541	0.04079476702
542	0.04072145688
543	0.04063984261
544	0.0405996126
545	0.04048462433
546	0.04041544056
547	0.0403794449
548	0.04033923507
549	0.0402647334
550	0.040225027
551	0.04018839542
552	0.040135115
553	0.04002772495
554	0.03998121004
555	0.03991148854
556	0.03983328719
557	0.03976576138
558	0.0396812049
559	0.0395958891
560	0.03957051483
561	0.03946008459
562	0.03936155759
563	0.0393107119
564	0.03926485431
565	0.03922307704
566	0.03915762721
567	0.03908737146
568	0.03905088012
569	0.03894699091
570	0.03889403663
571	0.03886208758
572	0.03880756118
573	0.03875192249
574	0.03869756689
575	0.03863582203
576	0.03855942738
577	0.03850156099
578	0.03847533121
579	0.03840216798
580	0.03833387078
581	0.03828677749
582	0.03822113433
583	0.03815397321
584	0.03809702241
585	0.03803401417
586	0.03798398414
587	0.03794357839
588	0.03786587095
589	0.03780736014
590	0.03776929771
591	0.03770062709
592	0.0376417009
593	0.03757729473
594	0.03750243029
595	0.03742885483
596	0.03737912311
597	0.03732506081
598	0.03724731637
599	0.03721552311
600	0.03714952989
601	0.03711257835
602	0.03703814228
603	0.03700236469
604	0.03694352628
605	0.03688365695
606	0.03681543921
607	0.03675998867
608	0.03665902073
609	0.03657605574
610	0.03653298428
611	0.03648754046
612	0.0364575741
613	0.03641419411
614	0.03636455704
615	0.0363155727
616	0.03627352928
617	0.03622159298
618	0.03615940868
619	0.03612564109
620	0.0360565413
621	0.03603016285
622	0.03597255916
623	0.03591128228
624	0.03582793322
625	0.03577493405
626	0.03573765777
627	0.03566661619
628	0.0356341635
629	0.03557004891
630	0.03553170521
631	0.03546796021
632	0.03542054147
633	0.03534996452
634	0.03528552917
635	0.03525131044
636	0.03516759218
637	0.0350817002
638	0.03503702546
639	0.03498215548
640	0.03491082483
641	0.03487664023
642	0.03481186302
643	0.03476381132
644	0.03470980736
645	0.03466579196
646	0.03460950842
647	0.03457200285
648	0.03454445703
649	0.0344611315
650	0.03443300822
651	0.03441609662
652	0.03438914489
653	0.03432616939
654	0.03427991834
655	0.0342568382
656	0.03422387665
657	0.03414562931
658	0.03409398678
659	0.0340113573
660	0.03396676974
661	0.033923438
662	0.03388294104
663	0.03385223493
664	0.03380888724
665	0.03378569897
666	0.03370136861
667	0.03366127425
668	0.03361923106
669	0.0335478145
670	0.03352446318
671	0.033439802
672	0.03338039542
673	0.03332686199
674	0.03329507227
675	0.0332611523
676	0.03322075443
677	0.03317172716
678	0.03314320022
679	0.03308964779
680	0.03306346896
681	0.03301806941
682	0.03297073994
683	0.03292354628
684	0.03287038313
685	0.0328324359
686	0.03276936496
687	0.03273518498
688	0.03269991023
689	0.03265212405
690	0.03258781701
691	0.03255560216
692	0.03251950701
693	0.0324863753
694	0.03242041378
695	0.03237018889
696	0.03233266994
697	0.03227774087
698	0.03224696258
699	0.03219492787
700	0.03216097659
701	0.03212460805
702	0.03210121145
703	0.03205638911
704	0.03202699015
705	0.03200571764
706	0.03197542219
707	0.03193896028
708	0.03190366225
709	0.03186933376
710	0.03183797017
711	0.03175593691
712	0.03168316219
713	0.03163634831
714	0.03157858027
715	0.03151871138
716	0.03145507285
717	0.03142489273
718	0.03139227079
719	0.03132889466
720	0.03125554261
721	0.03119360299
722	0.03116184332
723	0.03112691257
724	0.03107242157
725	0.03102784916
726	0.03098714795
727	0.03091165496
728	0.03086736474
729	0.03081962504
730	0.03074631209
731	0.03071851928
732	0.03067186481
733	0.03063582009
734	0.03057351213
735	0.03051805184
736	0.03048266614
737	0.03046173142
738	0.03042895559
739	0.03039216494
740	0.03037448069
741	0.03032854348
742	0.03027827332
743	0.03024417459
744	0.0302186281
745	0.0301759753
746	0.03010802653
747	0.03006707811
748	0.03004049076
749	0.02998835887
750	0.02993216574
751	0.02988181634
752	0.0298349633
753	0.02977533903
754	0.02971421576
755	0.02968227508
756	0.02961330078
757	0.02956545213
758	0.02949431878
759	0.0294619211
760	0.02939151833
761	0.02933395673
762	0.02930116768
763	0.02923483111
764	0.02919744548
765	0.02916639286
766	0.02912966507
767	0.02907989148
768	0.02904009055
769	0.02901480775
770	0.02896216395
771	0.02891713752
772	0.02887382943
773	0.02885859125
774	0.02881859694
775	0.02878955118
776	0.02875600675
777	0.02873147427
778	0.02869771735
779	0.02868111036
780	0.02864583563
781	0.02861997215
782	0.02858539055
783	0.0285364546
784	0.02849870423
785	0.02844710349
786	0.02841950032
787	0.02838805424
788	0.02833259312
789	0.02831017504
790	0.02826278492
791	0.0281972842
792	0.02815464245
793	0.02811526887
794	0.02807145512
795	0.02802416431
796	0.02800382196
797	0.02795511566
798	0.02792345175
799	0.02786346519
800	0.02783612126
801	0.02779372874
802	0.02777079645
803	0.02770116283
804	0.02767632679
805	0.02765796603
806	0.02760735103
807	0.02755576794
808	0.0275149246
809	0.02747684198
810	0.02745411336
811	0.02743948701
812	0.0273824109
813	0.02734251595
814	0.02727840745
815	0.02724354802
816	0.02719883708
817	0.02714025499
818	0.02708524687
819	0.0270636831
820	0.02701903541
821	0.0267126759
822	0.02667478802
823	0.02663121949
824	0.02660260393
825	0.02658594544
826	0.02654622534
827	0.02650932062
828	0.02647517923
829	0.02645178481
830	0.02640459638
831	0.02637917808
832	0.02635847765
833	0.02632942652
834	0.0262991836
835	0.02625476648
836	0.02622636288
837	0.02617863279
838	0.02611365659
839	0.02606703811
840	0.02603594462
841	0.02601292224
842	0.0259901306
843	0.02595448938
844	0.02592936143
845	0.02588665566
846	0.02585184455
847	0.02580672681
848	0.02576886388
849	0.0257282917
850	0.02568859062
851	0.02564590624
852	0.02563278649
853	0.02560918375
854	0.0255637977
855	0.02552372279
856	0.02549845926
857	0.02545019985
858	0.02542466334
859	0.02540485662
860	0.02538096528
861	0.02533221788
862	0.02529542189
863	0.02528240828
864	0.02524923691
865	0.02520918722
866	0.02518374366
867	0.02516522163
868	0.02513672723
869	0.02510566454
870	0.02506874445
871	0.02505416374
872	0.02503072334
873	0.02499509408
874	0.02494814208
875	0.02493059743
876	0.02491856861
877	0.02487858943
878	0.02485771962
879	0.02481608307
880	0.02479437919
881	0.02473993339
882	0.0247204863
883	0.02467734394
884	0.02465396385
885	0.02462028806
886	0.02458060203
887	0.02456231948
888	0.02452664464
889	0.02447441339
890	0.02442743441
891	0.02440509869
892	0.02438985191
893	0.02436154944
894	0.02432101055
895	0.02426483352
896	0.02424870884
897	0.02422626515
898	0.02420442348
899	0.02418091613
900	0.02414641721
901	0.02411733953
902	0.02409287005
903	0.02402611039
904	0.02401459505
905	0.02399111612
906	0.02397226972
907	0.02393984877
908	0.02391734905
909	0.02388079862
910	0.0238646081
911	0.02384318332
912	0.02380051714
913	0.02377574782
914	0.02373800658
915	0.02369882469
916	0.02367382694
917	0.02365120045
918	0.02361648351
919	0.02359327965
920	0.02355527191
921	0.02351880543
922	0.02349703051
923	0.02347177919
924	0.02344953759
925	0.02342103419
926	0.02339701748
927	0.02336576788
928	0.02333716954
929	0.02330373058
930	0.02326743172
931	0.02324017763
932	0.0232117247
933	0.0231787167
934	0.02313937188
935	0.02311729391
936	0.02308271435
937	0.02305670196
938	0.02302068085
939	0.02299626466
940	0.02295685348
941	0.02294253521
942	0.02293172156
943	0.02290325167
944	0.02287516113
945	0.02283795634
946	0.02278114698
947	0.02276190853
948	0.02271736414
949	0.02267148675
950	0.02264511239
951	0.0226056399
952	0.02258541611
953	0.022571849
954	0.02255167137
955	0.02252378633
956	0.02248110501
957	0.0224530369
958	0.0224338841
959	0.02239406505
960	0.02236901647
961	0.02233772799
962	0.02231506243
963	0.02229607849
964	0.02227224953
965	0.02225617722
966	0.02223241026
967	0.02221386881
968	0.02219583374
969	0.02216484579
970	0.02213403026
971	0.02209578991
972	0.02205642352
973	0.02203097581
974	0.02201440627
975	0.02198554472
976	0.02196836367
977	0.02193996611
978	0.02191039921
979	0.02188242558
980	0.02185021822
981	0.02183182397
982	0.02180010982
983	0.02177486507
984	0.02175990757
985	0.02173682503
986	0.02171537705
987	0.02169263811
988	0.02167201842
989	0.0216536473
990	0.02162552343
991	0.02160623926
992	0.02158057454
993	0.0215488252
994	0.02152338328
995	0.02148279318
996	0.02146120463
997	0.02143275522
998	0.02139464444
999	0.02137762101
